# HOMER Peaks
# Peak finding parameters:
# tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags
#
# total peaks = 20447
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 170
# genome size = 2000000000
# Total tags = 34851833.0
# Total tags in peaks = 6020541.0
# Approximate IP efficiency = 17.27%
# tags per bp = 0.016404
# expected tags per peak = 16.404
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.506879e-06
# FDR tag threshold = 37.0
# number of putative peaks = 291816
#
# input tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 1883
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = /ru-auth/local/home/tcarroll/Homer//bin/findPeaks /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags -i /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags -region -size 1000 -minDist 2500 -o /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/Peaks//HOMER/H3K27Ac_Limb_1/_H3K27Ac_Limb_1__Input_Limb_Homer/_H3K27Ac_Limb_1__Input_Limb_homer.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr7-8210	chr7	30307819	30309408	+	29.3	1589.000	56.000000	102.0	22.3	4.56	1.10e-34	0.97
chr7-8048	chr7	88277465	88278967	+	29.3	1502.000	57.000000	102.0	21.8	4.69	1.30e-35	0.96
chr7-7119	chr7	125762799	125764393	+	29.3	1594.000	62.000000	102.0	22.9	4.45	8.71e-34	0.93
chr7-4841	chr7	126395981	126397241	+	29.3	1260.000	82.000000	102.0	22.9	4.45	8.71e-34	1.02
chr7-13426	chr7	142094247	142096042	+	29.3	1795.000	43.000000	102.0	22.9	4.45	8.71e-34	0.97
chr8-3785	chr8	33833243	33834500	+	29.3	1257.000	81.000000	102.0	23.5	4.34	6.45e-33	1.00
chr8-8811	chr8	41825313	41827249	+	29.3	1936.000	49.000000	102.0	24.1	4.23	4.48e-32	0.98
chr8-4213	chr8	108755432	108756955	+	29.3	1523.000	76.000000	102.0	24.1	4.23	4.48e-32	0.95
chr9-7611	chr9	21926542	21928307	+	29.3	1765.000	53.000000	102.0	23.5	4.34	6.45e-33	0.94
chr9-6999	chr9	42532349	42533972	+	29.3	1623.000	56.000000	102.0	22.9	4.45	8.71e-34	0.96
chr9-4031	chr9	60837520	60838776	+	29.3	1256.000	82.000000	102.0	22.3	4.56	1.10e-34	0.98
chr9-4989	chr9	102689837	102691618	+	29.3	1781.000	71.000000	102.0	20.6	4.96	1.43e-37	0.96
chr10-4878	chr10	18545223	18546785	+	29.3	1562.000	61.000000	102.0	20.6	4.96	1.43e-37	0.98
chr10-2970	chr10	42017833	42019087	+	29.3	1254.000	88.000000	102.0	23.5	4.34	6.45e-33	0.98
chr10-3337	chr10	110930974	110932489	+	29.3	1515.000	81.000000	102.0	20.6	4.96	1.43e-37	0.93
chr11-6880	chr11	32618740	32620266	+	29.3	1526.000	76.000000	102.0	24.7	4.13	2.93e-31	0.93
chr12-6205	chr12	34906241	34907785	+	29.3	1544.000	50.000000	102.0	24.1	4.23	4.48e-32	0.94
chr12-6212	chr12	53247540	53249103	+	29.3	1563.000	50.000000	102.0	24.7	4.13	2.93e-31	0.95
chr12-3169	chr12	79895625	79896918	+	29.3	1293.000	73.000000	102.0	23.5	4.34	6.45e-33	0.98
chr12-3981	chr12	104904297	104905804	+	29.3	1507.000	64.000000	102.0	21.2	4.82	1.42e-36	0.98
chr13-6546	chr13	78162733	78164244	+	29.3	1511.000	49.000000	102.0	24.7	4.13	2.93e-31	0.96
chr14-4308	chr14	3048616	3050129	+	29.3	1513.000	56.000000	102.0	12.4	8.26	1.15e-56	0.96
chr15-3667	chr15	37803850	37805618	+	29.3	1768.000	69.000000	102.0	20.0	5.10	1.33e-38	0.95
chr15-2590	chr15	78509649	78510899	+	29.3	1250.000	90.000000	102.0	24.1	4.23	4.48e-32	0.93
chr15-4696	chr15	86874782	86876343	+	29.3	1561.000	59.000000	102.0	19.4	5.26	1.13e-39	0.97
chr15-4588	chr15	101277075	101278587	+	29.3	1512.000	60.000000	102.0	24.1	4.23	4.48e-32	0.96
chr16-2625	chr16	28445928	28447468	+	29.3	1540.000	70.000000	102.0	24.1	4.23	4.48e-32	0.99
chr16-2248	chr16	67619937	67621474	+	29.3	1537.000	78.000000	102.0	17.6	5.78	3.88e-43	0.95
chr16-1812	chr16	87432000	87433254	+	29.3	1254.000	90.000000	102.0	20.6	4.96	1.43e-37	0.97
chr17-10953	chr17	23796840	23798472	+	29.3	1632.000	40.000000	102.0	25.3	4.03	1.81e-30	0.95
chr18-1739	chr18	12305164	12306419	+	29.3	1255.000	96.000000	102.0	19.4	5.26	1.13e-39	0.95
chr18-6738	chr18	54905953	54907855	+	29.3	1902.000	42.000000	102.0	24.7	4.13	2.93e-31	0.94
chr19-1654	chr19	3388642	3389892	+	29.3	1250.000	92.000000	102.0	23.5	4.34	6.45e-33	0.96
chr19-2086	chr19	7056520	7057772	+	29.3	1252.000	78.000000	102.0	23.5	4.34	6.45e-33	1.01
chr19-2093	chr19	18333434	18334960	+	29.3	1526.000	78.000000	102.0	22.9	4.45	8.71e-34	0.91
chr19-3033	chr19	36347715	36349286	+	29.3	1571.000	60.000000	102.0	22.9	4.45	8.71e-34	0.94
chr19-3291	chr19	43882469	43883979	+	29.3	1510.000	57.000000	102.0	20.6	4.96	1.43e-37	0.94
chr19-1671	chr19	47178658	47179921	+	29.3	1263.000	92.000000	102.0	22.3	4.56	1.10e-34	0.93
chrX-1023	chrX	7947468	7948975	+	29.3	1507.000	85.000000	102.0	24.1	4.23	4.48e-32	0.95
chrX-2979	chrX	99611562	99613428	+	29.3	1866.000	39.000000	102.0	21.8	4.69	1.30e-35	1.03
chr1-3276	chr1	66174841	66176103	+	29.0	1262.000	91.000000	101.0	17.1	5.92	1.31e-43	0.96
chr1-3453	chr1	75387991	75389241	+	29.0	1250.000	88.000000	101.0	20.6	4.91	7.11e-37	0.95
chr1-3291	chr1	90153560	90154814	+	29.0	1254.000	91.000000	101.0	22.3	4.52	5.04e-34	0.93
chr1-3353	chr1	127868495	127869746	+	29.0	1251.000	90.000000	101.0	13.5	7.47	2.92e-52	0.97
chr1-7193	chr1	165779980	165781580	+	29.0	1600.000	56.000000	101.0	23.5	4.29	2.80e-32	0.99
chr1-3597	chr1	184731528	184733046	+	29.0	1518.000	86.000000	101.0	24.1	4.19	1.90e-31	0.95
chr2-11601	chr2	26571069	26572557	+	29.0	1488.000	54.000000	101.0	23.5	4.29	2.80e-32	0.99
chr2-12163	chr2	110179053	110180622	+	29.0	1569.000	53.000000	101.0	22.3	4.52	5.04e-34	0.94
chr2-20694	chr2	166729177	166730983	+	29.0	1806.000	41.000000	101.0	20.6	4.91	7.11e-37	0.94
chr2-11199	chr2	172613401	172614918	+	29.0	1517.000	56.000000	101.0	23.5	4.29	2.80e-32	1.03
chr2-9247	chr2	174126447	174128247	+	29.0	1800.000	63.000000	101.0	21.8	4.64	6.09e-35	0.96
chr2-8785	chr2	178622627	178624308	+	29.0	1681.000	65.000000	101.0	22.9	4.40	3.89e-33	0.96
chr3-6961	chr3	80883848	80885618	+	29.0	1770.000	49.000000	101.0	23.5	4.29	2.80e-32	0.94
chr3-4344	chr3	90605383	90606638	+	29.0	1255.000	67.000000	101.0	22.3	4.52	5.04e-34	1.00
chr4-8443	chr4	32656428	32657951	+	29.0	1523.000	58.000000	101.0	18.2	5.54	3.45e-41	1.03
chr4-6305	chr4	43557337	43558603	+	29.0	1266.000	69.000000	101.0	22.9	4.40	3.89e-33	0.96
chr4-18621	chr4	62285800	62287467	+	29.0	1667.000	39.000000	101.0	20.0	5.05	6.80e-38	0.95
chr4-5140	chr4	121040850	121042365	+	29.0	1515.000	79.000000	101.0	22.9	4.40	3.89e-33	0.95
chr5-4210	chr5	12383076	12384593	+	29.0	1517.000	82.000000	101.0	22.3	4.52	5.04e-34	0.95
chr5-5836	chr5	16523196	16524836	+	29.0	1640.000	65.000000	101.0	20.6	4.91	7.11e-37	0.96
chr5-5749	chr5	64587392	64588900	+	29.0	1508.000	66.000000	101.0	21.8	4.64	6.09e-35	0.99
chr5-13766	chr5	122653026	122654598	+	29.0	1572.000	41.000000	101.0	21.2	4.77	6.84e-36	0.94
chr6-8946	chr6	17280588	17282371	+	29.0	1783.000	48.000000	101.0	22.9	4.40	3.89e-33	0.95
chr6-4205	chr6	71707493	71709013	+	29.0	1520.000	77.000000	101.0	21.2	4.77	6.84e-36	0.98
chr6-10783	chr6	120821751	120823323	+	29.0	1572.000	44.000000	101.0	22.3	4.52	5.04e-34	0.97
chr6-9192	chr6	121193457	121195270	+	29.0	1813.000	48.000000	101.0	23.5	4.29	2.80e-32	0.94
chr6-3103	chr6	125215315	125216568	+	29.0	1253.000	96.000000	101.0	17.1	5.92	1.31e-43	0.98
chr6-7707	chr6	128295932	128297540	+	29.0	1608.000	53.000000	101.0	21.2	4.77	6.84e-36	1.00
chr7-8304	chr7	97842452	97843979	+	29.0	1527.000	56.000000	101.0	18.2	5.54	3.45e-41	1.01
chr7-6228	chr7	125828555	125830184	+	29.0	1629.000	68.000000	101.0	22.3	4.52	5.04e-34	0.94
chr7-10799	chr7	127375013	127376554	+	29.0	1541.000	48.000000	101.0	24.7	4.09	1.21e-30	0.95
chr8-4876	chr8	89571604	89573437	+	29.0	1833.000	69.000000	101.0	22.9	4.40	3.89e-33	0.96
chr8-5283	chr8	91133209	91134767	+	29.0	1558.000	66.000000	101.0	19.4	5.20	5.97e-39	0.96
chr8-5310	chr8	115452962	115454567	+	29.0	1605.000	66.000000	101.0	21.2	4.77	6.84e-36	0.96
chr8-4635	chr8	121439433	121440770	+	29.0	1337.000	72.000000	101.0	22.9	4.40	3.89e-33	0.98
chr9-7691	chr9	57229671	57230951	+	29.0	1280.000	53.000000	101.0	24.1	4.19	1.90e-31	1.00
chr9-5501	chr9	58295422	58296997	+	29.0	1575.000	66.000000	101.0	22.3	4.52	5.04e-34	0.95
chr9-6553	chr9	65390498	65392078	+	29.0	1580.000	59.000000	101.0	23.5	4.29	2.80e-32	0.93
chr9-4281	chr9	69470482	69472078	+	29.0	1596.000	79.000000	101.0	21.8	4.64	6.09e-35	0.99
chr9-5166	chr9	70963193	70964713	+	29.0	1520.000	69.000000	101.0	23.5	4.29	2.80e-32	0.94
chr9-5278	chr9	87964439	87966107	+	29.0	1668.000	68.000000	101.0	22.9	4.40	3.89e-33	0.96
chr10-4357	chr10	91222404	91223926	+	29.0	1522.000	67.000000	101.0	24.1	4.19	1.90e-31	0.97
chr10-2921	chr10	93430566	93431816	+	29.0	1250.000	90.000000	101.0	21.8	4.64	6.09e-35	0.99
chr11-11760	chr11	32769201	32770820	+	29.0	1619.000	53.000000	101.0	20.6	4.91	7.11e-37	1.01
chr11-5184	chr11	101301668	101302919	+	29.0	1251.000	94.000000	101.0	23.5	4.29	2.80e-32	0.95
chr11-10401	chr11	121451316	121452833	+	29.0	1517.000	58.000000	101.0	21.8	4.64	6.09e-35	0.94
chr12-4280	chr12	28400472	28402295	+	29.0	1823.000	61.000000	101.0	24.1	4.19	1.90e-31	0.91
chr12-2093	chr12	86162812	86163812	+	29.0	1000.000	95.000000	101.0	22.9	4.40	3.89e-33	0.96
chr13-4260	chr13	15559111	15560671	+	29.0	1560.000	63.000000	101.0	22.9	4.40	3.89e-33	0.94
chr13-9027	chr13	21478230	21479804	+	29.0	1574.000	41.000000	101.0	22.3	4.52	5.04e-34	0.96
chr13-4586	chr13	23464154	23465876	+	29.0	1722.000	60.000000	101.0	24.1	4.19	1.90e-31	0.96
chr13-4699	chr13	29759457	29761198	+	29.0	1741.000	59.000000	101.0	23.5	4.29	2.80e-32	0.99
chr13-2736	chr13	51228826	51230081	+	29.0	1255.000	85.000000	101.0	22.3	4.52	5.04e-34	0.96
chr13-4122	chr13	67483454	67484990	+	29.0	1536.000	65.000000	101.0	18.2	5.54	3.45e-41	0.93
chr13-2593	chr13	100124414	100125664	+	29.0	1250.000	89.000000	101.0	21.8	4.64	6.09e-35	1.00
chr13-3881	chr13	113514372	113515660	+	29.0	1288.000	68.000000	101.0	20.0	5.05	6.80e-38	0.99
chr14-2377	chr14	57524690	57525942	+	29.0	1252.000	83.000000	101.0	15.9	6.36	3.08e-46	0.97
chr14-3308	chr14	68646274	68647927	+	29.0	1653.000	66.000000	101.0	20.6	4.91	7.11e-37	0.97
chr14-2741	chr14	121780678	121782188	+	29.0	1510.000	75.000000	101.0	24.7	4.09	1.21e-30	0.94
chr17-3328	chr17	30347287	30348539	+	29.0	1252.000	82.000000	101.0	24.7	4.09	1.21e-30	0.96
chr17-3674	chr17	83155918	83157179	+	29.0	1261.000	77.000000	101.0	21.8	4.64	6.09e-35	0.98
chr19-3183	chr19	37917739	37919018	+	29.0	1279.000	58.000000	101.0	20.6	4.91	7.11e-37	0.97
chr19-1642	chr19	40270864	40272122	+	29.0	1258.000	93.000000	101.0	18.8	5.37	4.77e-40	0.95
chr19-2232	chr19	55588255	55589521	+	29.0	1266.000	75.000000	101.0	21.8	4.64	6.09e-35	0.99
chrX-2665	chrX	103250600	103253100	+	29.0	2500.000	43.000000	101.0	20.0	5.05	6.80e-38	0.99
chr1-4159	chr1	91297973	91299509	+	28.7	1536.000	78.000000	100.0	21.8	4.60	2.84e-34	0.98
chr2-10054	chr2	33219463	33221266	+	28.7	1803.000	59.000000	100.0	22.9	4.36	1.72e-32	0.96
chr2-15147	chr2	73037532	73039067	+	28.7	1535.000	47.000000	100.0	24.1	4.15	7.98e-31	0.97
chr2-6041	chr2	160432715	160434250	+	28.7	1535.000	82.000000	100.0	23.5	4.25	1.21e-31	0.94
chr2-8521	chr2	166394000	166395537	+	28.7	1537.000	66.000000	100.0	24.1	4.15	7.98e-31	0.95
chr2-12750	chr2	169648310	169649893	+	28.7	1583.000	52.000000	100.0	21.2	4.72	3.27e-35	0.95
chr3-3417	chr3	99749659	99750909	+	28.7	1250.000	80.000000	100.0	23.5	4.25	1.21e-31	0.96
chr3-4035	chr3	101505954	101507500	+	28.7	1546.000	71.000000	100.0	24.7	4.05	4.97e-30	0.93
chr3-3054	chr3	145575799	145577052	+	28.7	1253.000	87.000000	100.0	22.3	4.47	2.28e-33	0.96
chr4-4527	chr4	41123860	41125365	+	28.7	1505.000	85.000000	100.0	22.3	4.47	2.28e-33	0.97
chr4-5009	chr4	100527545	100528545	+	28.7	1000.000	80.000000	100.0	24.1	4.15	7.98e-31	0.93
chr4-8789	chr4	114563629	114565135	+	28.7	1506.000	57.000000	100.0	24.7	4.05	4.97e-30	0.96
chr5-3748	chr5	21185810	21187060	+	28.7	1250.000	90.000000	100.0	24.1	4.15	7.98e-31	0.95
chr5-3751	chr5	30647467	30648718	+	28.7	1251.000	90.000000	100.0	22.3	4.47	2.28e-33	0.95
chr5-9257	chr5	71095174	71096688	+	28.7	1514.000	49.000000	100.0	22.9	4.36	1.72e-32	0.98
chr5-4233	chr5	103692066	103693409	+	28.7	1343.000	82.000000	100.0	23.5	4.25	1.21e-31	0.94
chr5-5133	chr5	137647858	137649217	+	28.7	1359.000	72.000000	100.0	22.9	4.36	1.72e-32	0.93
chr5-10320	chr5	143362956	143364523	+	28.7	1567.000	47.000000	100.0	22.9	4.36	1.72e-32	0.95
chr6-4443	chr6	32368304	32369916	+	28.7	1612.000	74.000000	100.0	24.7	4.05	4.97e-30	0.97
chr6-3331	chr6	100670422	100671691	+	28.7	1269.000	91.000000	100.0	22.3	4.47	2.28e-33	0.99
chr7-4146	chr7	24133489	24134744	+	28.7	1255.000	91.000000	100.0	24.1	4.15	7.98e-31	0.93
chr7-8235	chr7	45797587	45799103	+	28.7	1516.000	56.000000	100.0	22.9	4.36	1.72e-32	0.97
chr7-16104	chr7	83681788	83683759	+	28.7	1971.000	39.000000	100.0	22.9	4.36	1.72e-32	0.98
chr7-10337	chr7	89855938	89857740	+	28.7	1802.000	49.000000	100.0	21.2	4.72	3.27e-35	0.94
chr7-7860	chr7	100973808	100975136	+	28.7	1328.000	58.000000	100.0	22.9	4.36	1.72e-32	0.95
chr7-13973	chr7	126527262	126528611	+	28.7	1349.000	42.000000	100.0	19.4	5.15	3.11e-38	0.98
chr7-4694	chr7	139015617	139016905	+	28.7	1288.000	84.000000	100.0	24.1	4.15	7.98e-31	0.95
chr8-3094	chr8	27206060	27207310	+	28.7	1250.000	93.000000	100.0	21.2	4.72	3.27e-35	0.94
chr8-7857	chr8	77354117	77355667	+	28.7	1550.000	52.000000	100.0	18.2	5.48	1.92e-40	0.94
chr8-5157	chr8	89540141	89541773	+	28.7	1632.000	67.000000	100.0	24.1	4.15	7.98e-31	0.95
chr9-3357	chr9	57552101	57553101	+	28.7	1000.000	94.000000	100.0	22.9	4.36	1.72e-32	0.95
chr9-5644	chr9	63671938	63673502	+	28.7	1564.000	65.000000	100.0	24.1	4.15	7.98e-31	0.97
chr9-3264	chr9	64178768	64180019	+	28.7	1251.000	96.000000	100.0	18.2	5.48	1.92e-40	0.92
chr9-3368	chr9	83547906	83549157	+	28.7	1251.000	94.000000	100.0	18.2	5.48	1.92e-40	0.97
chr9-3324	chr9	92457375	92458375	+	28.7	1000.000	95.000000	100.0	14.7	6.80	2.85e-48	0.95
chr10-10495	chr10	24711093	24712735	+	28.7	1642.000	40.000000	100.0	21.2	4.72	3.27e-35	0.97
chr10-5124	chr10	117663223	117664996	+	28.7	1773.000	60.000000	100.0	23.5	4.25	1.21e-31	0.95
chr11-5725	chr11	24307525	24308775	+	28.7	1250.000	87.000000	100.0	22.3	4.47	2.28e-33	0.95
chr11-14077	chr11	53979270	53980833	+	28.7	1563.000	48.000000	100.0	24.1	4.15	7.98e-31	0.96
chr11-8419	chr11	69110579	69112175	+	28.7	1596.000	66.000000	100.0	24.7	4.05	4.97e-30	0.94
chr11-20342	chr11	78825986	78827533	+	28.7	1547.000	40.000000	100.0	24.7	4.05	4.97e-30	0.96
chr11-7085	chr11	101893071	101894369	+	28.7	1298.000	75.000000	100.0	22.9	4.36	1.72e-32	0.95
chr12-2296	chr12	54034723	54035983	+	28.7	1260.000	89.000000	100.0	24.7	4.05	4.97e-30	0.98
chr13-6895	chr13	3746257	3747835	+	28.7	1578.000	47.000000	100.0	22.9	4.36	1.72e-32	0.99
chr13-4302	chr13	56138720	56140540	+	28.7	1820.000	63.000000	100.0	24.1	4.15	7.98e-31	0.94
chr13-5062	chr13	77708038	77709296	+	28.7	1258.000	57.000000	100.0	22.3	4.47	2.28e-33	0.94
chr15-4632	chr15	52671776	52673324	+	28.7	1548.000	59.000000	100.0	22.3	4.47	2.28e-33	0.96
chr16-2781	chr16	15195018	15196660	+	28.7	1642.000	67.000000	100.0	22.9	4.36	1.72e-32	0.96
chr16-3775	chr16	38700995	38702745	+	28.7	1750.000	56.000000	100.0	21.2	4.72	3.27e-35	0.91
chr17-4259	chr17	23192403	23194028	+	28.7	1625.000	69.000000	100.0	19.4	5.15	3.11e-38	0.95
chr17-3543	chr17	47813448	47814703	+	28.7	1255.000	79.000000	100.0	24.7	4.05	4.97e-30	0.92
chr17-3917	chr17	85889439	85890827	+	28.7	1388.000	74.000000	100.0	24.1	4.15	7.98e-31	0.95
chr17-6612	chr17	88551920	88553459	+	28.7	1539.000	53.000000	100.0	21.8	4.60	2.84e-34	1.01
chr18-2597	chr18	13666903	13668435	+	28.7	1532.000	73.000000	100.0	22.9	4.36	1.72e-32	0.91
chr18-1784	chr18	60680023	60681023	+	28.7	1000.000	95.000000	100.0	23.5	4.25	1.21e-31	0.97
chr18-1924	chr18	63708088	63709343	+	28.7	1255.000	90.000000	100.0	14.7	6.80	2.85e-48	0.94
chr19-1688	chr19	36083226	36084476	+	28.7	1250.000	91.000000	100.0	24.1	4.15	7.98e-31	0.96
chrX-1639	chrX	8096228	8097788	+	28.7	1560.000	61.000000	100.0	10.6	9.45	9.03e-61	0.96
chrX-1892	chrX	164979748	164981483	+	28.7	1735.000	56.000000	100.0	16.5	6.07	4.16e-44	1.08
chr1-3688	chr1	91458956	91460207	+	28.4	1251.000	84.000000	99.0	24.7	4.01	2.02e-29	0.95
chr1-7943	chr1	163907532	163909086	+	28.4	1554.000	53.000000	99.0	24.1	4.11	3.32e-30	0.98
chr1-8956	chr1	176274388	176275906	+	28.4	1518.000	50.000000	99.0	23.5	4.21	5.15e-31	1.00
chr2-9766	chr2	7080469	7081980	+	28.4	1511.000	60.000000	99.0	18.2	5.43	1.05e-39	0.93
chr2-21075	chr2	29802089	29803622	+	28.4	1533.000	40.000000	99.0	23.5	4.21	5.15e-31	0.94
chr2-6758	chr2	84826585	84828132	+	28.4	1547.000	76.000000	99.0	21.2	4.68	1.55e-34	0.98
chr2-5281	chr2	128312095	128313095	+	28.4	1000.000	90.000000	99.0	22.3	4.43	1.02e-32	0.99
chr2-9696	chr2	164149781	164151311	+	28.4	1530.000	61.000000	99.0	23.5	4.21	5.15e-31	0.91
chr2-7590	chr2	167128716	167130017	+	28.4	1301.000	71.000000	99.0	24.1	4.11	3.32e-30	0.96
chr3-4221	chr3	9346646	9348157	+	28.4	1511.000	68.000000	99.0	18.8	5.26	1.37e-38	0.96
chr3-5771	chr3	66739077	66740670	+	28.4	1593.000	55.000000	99.0	22.3	4.43	1.02e-32	0.91
chr3-5346	chr3	98968076	98969763	+	28.4	1687.000	58.000000	99.0	23.5	4.21	5.15e-31	0.95
chr3-5249	chr3	116861051	116862560	+	28.4	1509.000	59.000000	99.0	21.2	4.68	1.55e-34	0.94
chr3-3557	chr3	126363423	126364937	+	28.4	1514.000	78.000000	99.0	20.6	4.81	1.70e-35	0.95
chr4-4603	chr4	8073136	8074391	+	28.4	1255.000	84.000000	99.0	11.8	8.42	9.04e-56	1.03
chr4-6970	chr4	9018869	9020420	+	28.4	1551.000	65.000000	99.0	24.1	4.11	3.32e-30	0.94
chr4-7761	chr4	40238926	40240444	+	28.4	1518.000	61.000000	99.0	22.9	4.32	7.50e-32	0.95
chr4-4083	chr4	43381562	43382813	+	28.4	1251.000	91.000000	99.0	24.7	4.01	2.02e-29	0.94
chr4-7776	chr4	45513060	45514583	+	28.4	1523.000	61.000000	99.0	23.5	4.21	5.15e-31	0.95
chr4-4730	chr4	53779105	53780358	+	28.4	1253.000	83.000000	99.0	22.3	4.43	1.02e-32	0.94
chr4-13101	chr4	63479901	63481479	+	28.4	1578.000	46.000000	99.0	24.7	4.01	2.02e-29	0.95
chr4-9957	chr4	84501988	84503805	+	28.4	1817.000	53.000000	99.0	23.5	4.21	5.15e-31	0.93
chr4-19839	chr4	88756538	88758143	+	28.4	1605.000	38.000000	99.0	15.3	6.47	5.27e-46	0.98
chr4-8491	chr4	95683886	95685700	+	28.4	1814.000	58.000000	99.0	24.7	4.01	2.02e-29	0.97
chr4-4314	chr4	107452752	107454016	+	28.4	1264.000	88.000000	99.0	22.3	4.43	1.02e-32	0.97
chr4-8802	chr4	118620386	118621901	+	28.4	1515.000	57.000000	99.0	21.2	4.68	1.55e-34	0.94
chr5-5741	chr5	43538129	43539913	+	28.4	1784.000	66.000000	99.0	22.9	4.32	7.50e-32	0.94
chr5-4116	chr5	77407361	77408865	+	28.4	1504.000	84.000000	99.0	23.5	4.21	5.15e-31	1.04
chr5-7081	chr5	137484765	137486327	+	28.4	1562.000	58.000000	99.0	22.3	4.43	1.02e-32	0.95
chr5-3854	chr5	143464076	143465359	+	28.4	1283.000	89.000000	99.0	21.8	4.55	1.31e-33	0.95
chr6-5682	chr6	22018906	22020708	+	28.4	1802.000	63.000000	99.0	24.1	4.11	3.32e-30	0.97
chr6-6533	chr6	72662243	72663807	+	28.4	1564.000	58.000000	99.0	21.2	4.68	1.55e-34	0.95
chr6-4297	chr6	87272270	87273567	+	28.4	1297.000	76.000000	99.0	21.8	4.55	1.31e-33	0.94
chr6-3196	chr6	128285550	128286550	+	28.4	1000.000	94.000000	99.0	23.5	4.21	5.15e-31	0.97
chr6-11938	chr6	145957167	145958964	+	28.4	1797.000	42.000000	99.0	18.2	5.43	1.05e-39	1.00
chr7-3888	chr7	3617107	3618107	+	28.4	1000.000	95.000000	99.0	14.1	7.01	6.10e-49	0.96
chr7-5514	chr7	24593450	24594725	+	28.4	1275.000	74.000000	99.0	24.1	4.11	3.32e-30	0.96
chr7-4366	chr7	34812207	34813458	+	28.4	1251.000	88.000000	99.0	20.6	4.81	1.70e-35	0.95
chr7-3905	chr7	39487167	39488422	+	28.4	1255.000	95.000000	99.0	17.6	5.61	7.33e-41	0.94
chr7-8226	chr7	44428010	44429604	+	28.4	1594.000	56.000000	99.0	22.3	4.43	1.02e-32	0.98
chr7-4342	chr7	140069789	140071041	+	28.4	1252.000	89.000000	99.0	22.9	4.32	7.50e-32	0.97
chr8-5103	chr8	26383858	26385435	+	28.4	1577.000	67.000000	99.0	23.5	4.21	5.15e-31	0.94
chr9-4043	chr9	67813677	67814939	+	28.4	1262.000	82.000000	99.0	23.5	4.21	5.15e-31	0.95
chr9-6739	chr9	82709330	82710840	+	28.4	1510.000	58.000000	99.0	24.7	4.01	2.02e-29	0.94
chr9-8012	chr9	83447115	83448897	+	28.4	1782.000	52.000000	99.0	22.3	4.43	1.02e-32	0.95
chr9-7571	chr9	117356641	117358145	+	28.4	1504.000	54.000000	99.0	20.6	4.81	1.70e-35	0.95
chr9-6789	chr9	118700526	118702054	+	28.4	1528.000	58.000000	99.0	21.8	4.55	1.31e-33	0.94
chr10-13170	chr10	122876548	122878362	+	28.4	1814.000	37.000000	99.0	24.1	4.11	3.32e-30	0.97
chr11-7582	chr11	3912899	3914158	+	28.4	1259.000	71.000000	99.0	22.3	4.43	1.02e-32	0.99
chr11-6083	chr11	31369155	31370656	+	28.4	1501.000	83.000000	99.0	23.5	4.21	5.15e-31	0.91
chr11-7088	chr11	102437357	102438740	+	28.4	1383.000	75.000000	99.0	23.5	4.21	5.15e-31	0.93
chr11-10640	chr11	106519380	106520694	+	28.4	1314.000	57.000000	99.0	19.4	5.10	1.61e-37	1.02
chr11-12036	chr11	117173685	117175231	+	28.4	1546.000	53.000000	99.0	21.8	4.55	1.31e-33	0.92
chr12-3811	chr12	17096959	17098347	+	28.4	1388.000	65.000000	99.0	21.8	4.55	1.31e-33	0.97
chr12-7014	chr12	57211171	57212691	+	28.4	1520.000	47.000000	99.0	18.2	5.43	1.05e-39	0.91
chr12-5216	chr12	82075291	82077088	+	28.4	1797.000	55.000000	99.0	23.5	4.21	5.15e-31	0.93
chr12-5404	chr12	102513482	102515059	+	28.4	1577.000	54.000000	99.0	24.7	4.01	2.02e-29	0.97
chr13-5355	chr13	78209382	78210898	+	28.4	1516.000	55.000000	99.0	19.4	5.10	1.61e-37	0.91
chr14-2224	chr14	3332264	3333517	+	28.4	1253.000	87.000000	99.0	4.1	24.05	1.27e-97	1.05
